dataset,method,index,jo_b,jb_b,J_total_b,jo_a,jb_a,J_total_a,misfitb,misfita,Improvement,pct_drop_J,pct_drop_Jo,pct_drop_Jb,cg_iterations,converged,exit_code,runtime,log_runtime,jo_jb_ratio,log_jo_jb_ratio,pct_drop_J_100
irreg_sparse,Traditional-NPZ,2849,7811.979358322335,0.0,3905.9896791611677,4789.175097314214,69.34579582432592,2429.2604465692702,9.025813820428121,6.99047499345801,22.55019732806287,0.37806787879404563,0.38694473223202225,,41,1,0,9.414736032485962,0.9738081479063906,69.06222706631931,1.8392405790383173,37.80678787940456
irreg_sparse,Traditional-NPZ,2850,999.5973364028581,0.0,499.79866820142905,720.0017599490623,48.26920164947458,384.1354807992684,4.587401129401862,3.6498949533386233,20.436542382450817,0.23141955903641187,0.27970820476567687,,42,1,0,9.701712369918823,0.9868483947995498,14.916380121171937,1.1736634421620469,23.141955903641186
irreg_sparse,Traditional-NPZ,2851,4340.076547404665,0.0,2170.0382737023324,2619.6759730813574,27.08652122342397,1323.3812471523906,6.658820314685628,5.078600966613773,23.731220747716776,0.39015764689967813,0.3963986707451266,,44,1,0,10.232292175292969,1.0099729325950935,96.71511344970743,1.9854943455921796,39.01576468996781
irreg_sparse,Traditional-NPZ,2852,460.3728816716525,0.0,230.18644083582626,303.56271222799523,7.587511062477357,155.5751116452363,2.1829473164758815,1.6749565893624607,23.27086518668319,0.3241343361479937,0.3406155655265063,,42,1,0,9.772298812866211,0.989996738161697,40.008206871579915,1.60214908716432,32.41343361479937
irreg_sparse,Traditional-NPZ,2853,1230.6731744860044,0.0,615.3365872430022,964.1079105125198,31.974945664809532,498.04142808866465,4.273865255591994,3.605842204441054,15.630419098423557,0.19061951066468377,0.21660118177583315,,42,1,0,9.849997520446777,0.9934361211720871,30.151979634904652,1.4793158311126975,19.061951066468378
irreg_sparse,Traditional-NPZ,2854,1787.0651874607606,0.0,893.5325937303803,1183.822115772743,12.104185238353985,597.9631505055485,4.029371651695966,3.263922048806405,18.996748601419835,0.330787533995675,0.33756075375468825,,42,1,0,9.580184698104858,0.9813738820007291,97.80270976204325,1.9903508876955724,33.0787533995675
irreg_sparse,Traditional-NPZ,2855,902.1539716021057,0.0,451.07698580105284,597.4458137374747,6.502634693001878,301.9742242152383,2.7366630503925755,2.152265328121421,21.354390785790102,0.33054836819268857,0.33775626717411633,,42,1,0,9.6342191696167,0.9838165218904402,91.877499189743,1.9632091656384014,33.05483681926886
irreg_sparse,Traditional-NPZ,2856,5315.4953517531185,0.0,2657.7476758765592,3299.561969565132,25.36818300310926,1662.4650762841206,7.2010034202898945,5.555700701310612,22.84824243165054,0.3744834803643208,0.3792559768720531,,43,1,0,10.049695014953613,1.0021528821214316,130.0669413004755,2.11416692734413,37.44834803643208
irreg_sparse,Traditional-NPZ,2857,109.69784523950327,0.0,54.84892261975163,97.5920822302294,0.8885668877692949,49.24032455899935,1.1349504097799814,1.004941863371988,11.454997970633496,0.10225539158963488,0.11035552232446648,,42,1,0,9.6683509349823,0.9853524057364678,109.83087888322025,2.0407244589048954,10.225539158963489
irreg_sparse,Traditional-NPZ,2858,364.00175102859066,0.0,182.00087551429533,227.77602061800218,5.563486446311284,116.66975353215673,1.7318740539022737,1.2093348300742786,30.17189515892366,0.3589604819071716,0.374244711806039,,42,1,0,9.86305046081543,0.9940112550436816,40.941237624299916,1.61216096693616,35.89604819071716
irreg_sparse,Traditional-NPZ,2859,324.1479379335012,0.0,162.0739689667506,227.05131894036765,3.1775765722534857,115.11444775631057,1.9108177101183486,1.4984802218731772,21.57911171022341,0.28974129226189166,0.2995441513900758,,42,1,0,9.685104846954346,0.986104326573689,71.45423997740093,1.8540280042138295,28.974129226189167
irreg_sparse,Traditional-NPZ,2860,5890.596917928078,0.0,2945.298458964039,3840.3761815413627,25.49338803975446,1932.9347847905585,7.634658911675408,6.094835002168937,20.168863171499048,0.34372193116536076,0.3480497418091624,,40,1,0,9.331623077392578,0.9699571884677873,150.64204787345918,2.1779462109789858,34.372193116536074
irreg_sparse,Traditional-NPZ,2861,738.254865840463,0.0,369.1274329202315,574.2451153197138,9.897213100514001,292.0711642101139,3.0494424908787487,2.5992068838173044,14.764521987483073,0.20875248447538025,0.2221587125389726,,42,1,0,9.786669731140137,0.9906349325138504,58.02089027363582,1.7635843883405007,20.875248447538024
irreg_sparse,Traditional-NPZ,2862,4681.312124853735,0.0,2340.6560624268677,2834.6748312866994,26.354456435005325,1430.5146438608524,6.830470233636353,5.193985020326027,23.958602516873963,0.38884030557755306,0.3944700212923173,,43,1,0,10.014416933059692,1.000625668544595,107.5596014767939,2.031649184433098,38.8840305577553
irreg_sparse,Traditional-NPZ,2863,3757.6547900759915,0.0,1878.8273950379958,2577.26874117102,37.54258667367747,1307.4056639223486,5.874227259182511,4.887959401617151,16.789746362360095,0.3041374277513615,0.314128389872956,,41,1,0,9.545525789260864,0.9797998553159166,68.64920532974465,1.836635514290846,30.41374277513615
irreg_sparse,Traditional-NPZ,2864,1362.5368888122475,0.0,681.2684444061238,823.0392591557212,64.11270473955007,443.5759819476356,5.807536524911231,4.496161804382889,22.580567765751354,0.3488969207515398,0.39595084293594274,,42,1,0,9.642182111740112,0.9841753297374185,12.837381646886001,1.108476452683912,34.889692075153974
