method,dataset,metric,value
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),47.24089290225745
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.801586978556376
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.20293374502912
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),45.212009806381445
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.96741753275204
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.07490966795586
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),17.8920618894913
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.564019746511754
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),44.45729051452659
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),50.779980683965206
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.64089452930181
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.79914554599847
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.44323222672542
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.0391605044162
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.918316535274798
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.909901058491876
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.04961460466391
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.04248679524048
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.93597680549736
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.397508199433386
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.00617111885224
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.581002755852797
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.634406579979107
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.69958916023657
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.210339518038097
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.92284619211758
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.02004242371386
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.64826074523983
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.22891625222989
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.261212972837242
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.22227507384427
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.850646837737386
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.789787688524594
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.77016367857337
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.15663012747989
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.794840113224875
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),16.075870480500786
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.393750012896135
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.823507414660455
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.97260480547118
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.69086186133202
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),12.410161323739489
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.74002297751434
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),44.16544547093397
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.61131674352892
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.654643330895386
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.001368436112905
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),45.07397621293781
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.98606852145465
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),45.0097884950872
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.95423167380001
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.561228110805814
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.73247047016946
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.171895933125086
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.703387463249005
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.42890282001412
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.39007132666528
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.540345524548705
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.17625723311914
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.15410411325629
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.8585527630724
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.31176998285159
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.131586346789085
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.75017270539606
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.5774443376169
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.319435579958803
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.47020786627208
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.289133417146164
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),15.093172552111636
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.35257814283028
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.27626444042769
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.441188915426956
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.4891294479714
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.605286476490534
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),49.28773970012729
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.501947825753064
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.23142206999066
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.325339413463148
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.19169671142318
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.48867091528712
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.87659604015168
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.19867325622486
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.56233533216403
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.507807729077356
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.3971834668312
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.70244615754891
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.50662034096091
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.704472410319404
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.97103282224752
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.409636220824
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.04284797859125
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.04401956030301
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.02223733360311
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.17965425912999
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.793371481185357
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.75087447760302
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.25109849100484
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),14.376188773240939
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.39166934102907
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.345893225108778
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.55125129070611
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),44.4224863735451
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.914060772008185
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.979754815781654
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.8064850101476
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.795530435804544
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.83668922395251
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),13.287399759053246
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.68009369745294
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.01735345624939
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.651387042834315
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),7.775788306508007
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.590203192801308
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.38394244695883
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.46064462128987
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.73321083947753
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.374962572519333
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.387733031003705
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.99886882139557
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.23012724088575
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.873351421208454
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.799972570659328
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.01102010617252
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),48.71098674118537
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.61151097531075
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.43369493504179
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.003164113744404
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.21886022119353
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.753924224584594
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.37175106090596
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.66754089415086
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.67948255950213
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.533716535785768
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),48.211220714535905
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.77155480280806
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.566152417472786
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.00274656398469
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.15748302096243
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.799045875297466
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),45.53478353309101
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.48056158303048
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.89309460445187
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.811856917964235
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.74167065813212
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.650498459372887
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.824339411336627
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.17113927278914
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.88222215249087
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.538630372483208
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),15.872667248142749
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.98920967861676
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.12422900373991
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.350728531331153
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),17.325459692636404
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.79719437234583
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.60326999325588
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.508695283705165
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.63577290434938
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.219760233368405
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),45.37888875508525
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),50.633010820674464
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.36321391969763
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.10073778911611
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),17.89523608789315
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),15.525977990350642
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.518302115285785
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.75120126939875
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.32669517117989
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.469559379554433
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.4169712797754
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.41633928540094
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.114036320794305
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.09972605071825
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),44.4203572300495
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.787678226477823
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.75895211759923
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.75912658967936
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),13.626078574061118
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.144058784224626
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.061176530998964
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.289133825529696
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.844781219392843
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.72807037648478
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.509782975186802
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.430748177368386
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.139216395929186
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.42667216374031
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.213344815689357
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.42602765696584
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),47.12335233015047
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.0873058329996
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.57032123840132
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.99637028060102
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.51950591639181
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.85301351425877
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.003520205030306
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.42568694149151
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.39016915157624
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.86430336275048
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.99147359255622
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),15.531203245909019
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.131571003821374
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.99658195174892
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.5836099200878
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.8578388745235
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.669675535588365
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.43407630214245
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.8232451569745
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.16140858710468
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.12016533633071
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.751908445733967
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.372417447224336
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.606093805229804
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.255314824317445
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.30301430460569
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.28269035723457
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.10116957557272
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.88393938560325
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),16.41014955395986
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.93677457866256
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.69124236863823
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.170022783948028
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.512592847890673
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.815660649634296
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.17328407296072
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.45549737503173
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.199658374576497
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),15.202271509752066
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.62744934365508
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.00774044734725
