method,dataset,metric,value
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.650703390674515
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.37098701311892
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.296576043272143
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.0809473877907
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.39103536287247
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.69594003181352
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.58222328176594
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.360056816942155
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.688978338891864
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.164145803778926
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.43986776185537
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),48.75120939267097
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.484724244511895
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.283672031003135
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.171166545097897
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.0096028137396
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),48.53574062600901
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.34411551857086
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.962463337212114
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.21681358096523
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.276607597335655
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.98859945986776
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.49606230490792
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.56080622319823
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),47.181363851611934
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.17556313352237
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),44.524473503877445
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),45.47313579120165
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),47.60699316501317
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.7852892036585
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.145671515986116
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.82724389925821
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.98452380711288
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.12905576861248
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),44.74003145307517
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.923661322231034
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.935256042421855
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.86966814711288
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.858585333394952
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.96149564536052
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.29299416962454
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.21187352961765
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.65307775811705
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.260211749477847
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.049056286002354
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.54118990816597
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.89951390356342
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),17.936527886857775
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.86626976659712
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.967721610281856
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.828990876585426
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),50.488419150083494
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.59262189353566
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.553948439284085
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.62688683092537
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.294271894870015
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.49670160152468
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.888883293563985
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.484924838773164
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.13427938246868
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.01119317309227
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.00014754080071
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.442461989030775
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.2217933267437
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.597904353333202
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.511613118125634
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.532010386663735
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),17.61543611896315
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.323991698559986
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),10.722400215586472
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),17.71862727135758
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.350471320421974
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.901682746250067
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.01815962834269
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.606346768376046
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.946670515629265
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.52342840366084
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.849456265985445
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.66831899153226
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.64830522338013
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.422617397840256
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.43049103665815
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.35234193486976
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.36287774828136
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.32600104149691
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.878750967304562
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.432491638105056
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.42823309465168
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.288324970521366
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.982944662954903
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.81983569638203
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.29553051248596
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.096357905643956
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.37270995477655
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.103912038557016
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.81753645474004
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.90439635901913
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.02276070305677
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.721892424263338
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.69792627687379
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.212829343113064
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.61268178585897
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.98241582706493
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.61243499433568
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.63192917715492
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.199944767476666
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.291146545802082
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.775870152389174
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.725471131038894
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),15.016678879401491
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.601426924505752
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.83975907151385
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.13542971793871
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.67773712736274
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.026332589238535
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.823716409045787
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.73556471848415
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.23189951430843
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.57710803995791
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.04345283552335
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.65849968302413
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),44.40142765457703
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.96889978797722
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.22720435413961
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.23738218043249
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.349190464369425
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.85169866693118
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.53046625855787
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.673252651011722
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.942369823296314
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.096656955528584
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.517518355763062
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.835238021459205
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.03260548094839
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.358622161697184
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.716521917620504
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.651320859983294
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.73890946969454
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.01563041165526
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.828093642393725
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.365489802156432
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.29032363347378
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.571823232695344
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.417960583796493
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.518780575062586
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.578507581433506
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.662723227440246
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.698112899172
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.297368891743524
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.84980272916776
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.600175661278413
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.761539166057418
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.27130548495809
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.36865323941949
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.461268110733755
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.07739868042299
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.898122063661475
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.198391047548746
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.58994269295535
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.8223017353589
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.4450010310646
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.32937086788026
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.06977797167573
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.197238303035185
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.10345885363921
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.053331593744353
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.52071854046104
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),16.35490473025896
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.806344817339266
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.57510808794182
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.7444407729373
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.419997983063777
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.939083527263634
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.69369281563854
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.57308721159901
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.108319943065084
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.01143836107464
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.71845944971225
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.46107563581211
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.418982783843934
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.51640576887272
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.813341075405557
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.32858155634159
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.863391287733787
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.8098557690126
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),16.95715918178292
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.488730062807136
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.28492687810112
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.85587704336991
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),48.46356353135325
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),10.478729696526402
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.69439378024163
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.544740262829126
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.67141710199378
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),47.14562951088143
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.527217399236385
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.57144726058801
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.96811148559887
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.63021549126318
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),47.91703818745701
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.247817128228135
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),8.55636730071534
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.40524670623264
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),16.611872187665135
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.04504038290848
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.11822811020763
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.45155295691268
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.2549974614983
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.41509839042635
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.50652885735404
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.184852195378326
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.329226415677795
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),48.074928878617605
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.98616363785958
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.19168426365712
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.18214191543726
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.35359604039856
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.18956044892852
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.53839543519115
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.08449996222556
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.143506352420836
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.17151941029008
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.37764385508482
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.255457775470276
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.449061745844354
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.653799331521576
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.020157833488653
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),49.714912502426216
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.88562104692613
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.948396484166665
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.7943123098753
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.905323379225546
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.19811710830382
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),12.524951249184582
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.93516853844763
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.44022925655075
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.136355886090136
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.85762033231937
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),49.49951480009781
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),14.141122280775416
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.40536879576669
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.28177186620417
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.427477172563876
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.55372128354547
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.265964731463754
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.176518140216125
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.351409478068085
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.010982593063375
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.375543161093926
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.512171680216262
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.257732185211047
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.77649423007787
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.851648109375667
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),17.665576254529096
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.55502098608668
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.25807011557456
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.47719180534093
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.77528951639481
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.76168063019821
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.89218357885561
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.34133504679436
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.29049127845986
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.029794983568614
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.681281285170606
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.976836207911724
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.685428510687274
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.638285897630176
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.60951746009005
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.471588999642062
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.75741468030516
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.28371555714365
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.760545008648485
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.80749759347244
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.520343567225204
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.33626987579785
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.71347896349039
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.63671689643038
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.01955193597105
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.730073221929306
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.85600130119806
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.271861080749595
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.569351866211093
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.099627201839844
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.424470947975074
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.74286144975202
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.74055136870092
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.14738435003942
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.82496541925673
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.86063585752181
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.994741004397262
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.292641178401755
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.756270932130924
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.085739907413277
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.985440896527663
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.60370243072971
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.169581054607747
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),31.434117931704158
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.382273485043314
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.713612830108545
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.390667292836255
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.34308336065532
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.23555499935763
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.965336129595684
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.90248942959107
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.804103313921395
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.3025512072346
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.86498064941915
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),16.50633603634133
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),22.823039814732844
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.88238855621499
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.189696520187592
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.173297543313396
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),21.841643915956716
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.99207699835301
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),33.960820945655534
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.12668725375306
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.987648316705258
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.600848070742586
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.0696543895583
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),28.880573285864347
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.816097930058454
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),42.341334676226516
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.36819011171864
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.49105743653664
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),27.864080802853735
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.221020034138178
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),34.34515555551229
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.296091360416
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.982055435746084
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),24.887071394403478
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.69169874832832
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),44.32031495235625
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.44308956926568
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),43.5830825610111
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.42287341467443
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.673983673751028
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),26.80103271885444
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.54277947566821
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),29.442879743583504
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.3012192822233
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.857463194670714
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.87377725327577
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.536525080678107
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.05609788267461
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),38.97739292708929
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),30.609095772145555
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),41.7500548342189
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.08583031789685
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.702187819860185
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),40.87934976864732
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),10.041706291149932
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.62086449848072
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),46.01381952247507
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),18.880762899758725
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.611977138004036
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),39.7021039267941
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),32.19178641719648
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.16162054709839
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.89350167382019
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),36.24664329929828
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),23.40552034013058
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),37.1921378896424
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.825151496978975
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),19.92811147716169
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),25.008247273552552
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),35.650286727593816
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),20.094113831997426
Traditional-NPZ,irreg_sparse,Cost Function Reduction (%),13.986905393552219
